YouTube Video ID,Match ID,Date,Stage,Player 1 Ringname,Player 1 Rank,Player 1 Character,Player 2 Ringname,Player 2 Rank,Player 2 Character,round_number,Winning Player Number,How Round Ended,Time Remaining When Round Ended,Shun.Drinks.1P,Shun.Drinks.2P,Strike First Player,P1 Health,P2 Health,P1 Rounds Won So Far,P2 Rounds Won So Far,Match Winner,Youtube Link
,0a922e50f9f9a3e650e322dd3d96f0e5,2025/02/09,Aurora,MediocreRyden,22,Vanessa,Myke623,21,Kage,1,1,,40,0,0,2,75,93,0,0,2,https://www.youtube.com/watch?v=None&t=0
,0a922e50f9f9a3e650e322dd3d96f0e5,2025/02/09,Aurora,MediocreRyden,22,Vanessa,Myke623,21,Kage,1,1,,40,0,0,2,75,92,0,0,2,https://www.youtube.com/watch?v=None&t=0
,0a922e50f9f9a3e650e322dd3d96f0e5,2025/02/09,Aurora,MediocreRyden,22,Vanessa,Myke623,21,Kage,1,1,,40,0,0,2,75,92,0,0,2,https://www.youtube.com/watch?v=None&t=0
,0a922e50f9f9a3e650e322dd3d96f0e5,2025/02/09,Aurora,MediocreRyden,22,Vanessa,Myke623,21,Kage,1,1,,40,0,0,2,75,92,0,0,2,https://www.youtube.com/watch?v=None&t=0
,0a922e50f9f9a3e650e322dd3d96f0e5,2025/02/09,Aurora,MediocreRyden,22,Vanessa,Myke623,21,Kage,1,1,,40,0,0,2,75,92,0,0,2,https://www.youtube.com/watch?v=None&t=0
,0a922e50f9f9a3e650e322dd3d96f0e5,2025/02/09,Aurora,MediocreRyden,22,Vanessa,Myke623,21,Kage,1,1,,40,0,0,2,69,92,0,0,2,https://www.youtube.com/watch?v=None&t=0
,0a922e50f9f9a3e650e322dd3d96f0e5,2025/02/09,Aurora,MediocreRyden,22,Vanessa,Myke623,21,Kage,1,1,,40,0,0,2,69,92,0,0,2,https://www.youtube.com/watch?v=None&t=0
,0a922e50f9f9a3e650e322dd3d96f0e5,2025/02/09,Aurora,MediocreRyden,22,Vanessa,Myke623,21,Kage,1,1,,40,0,0,2,69,92,0,0,2,https://www.youtube.com/watch?v=None&t=0
,0a922e50f9f9a3e650e322dd3d96f0e5,2025/02/09,Aurora,MediocreRyden,22,Vanessa,Myke623,21,Kage,1,1,,40,0,0,2,69,92,0,0,2,https://www.youtube.com/watch?v=None&t=0
,0a922e50f9f9a3e650e322dd3d96f0e5,2025/02/09,Aurora,MediocreRyden,22,Vanessa,Myke623,21,Kage,1,1,,40,0,0,2,69,92,0,0,2,https://www.youtube.com/watch?v=None&t=0
,0a922e50f9f9a3e650e322dd3d96f0e5,2025/02/09,Aurora,MediocreRyden,22,Vanessa,Myke623,21,Kage,1,1,,39,0,0,2,69,92,0,0,2,https://www.youtube.com/watch?v=None&t=0
,0a922e50f9f9a3e650e322dd3d96f0e5,2025/02/09,Aurora,MediocreRyden,22,Vanessa,Myke623,21,Kage,1,1,,39,0,0,2,70,92,0,0,2,https://www.youtube.com/watch?v=None&t=0
,0a922e50f9f9a3e650e322dd3d96f0e5,2025/02/09,Aurora,MediocreRyden,22,Vanessa,Myke623,21,Kage,1,1,,39,0,0,2,69,92,0,0,2,https://www.youtube.com/watch?v=None&t=0
,0a922e50f9f9a3e650e322dd3d96f0e5,2025/02/09,Aurora,MediocreRyden,22,Vanessa,Myke623,21,Kage,1,1,,39,0,0,2,69,92,0,0,2,https://www.youtube.com/watch?v=None&t=0
,0a922e50f9f9a3e650e322dd3d96f0e5,2025/02/09,Aurora,MediocreRyden,22,Vanessa,Myke623,21,Kage,1,1,,39,0,0,2,69,92,0,0,2,https://www.youtube.com/watch?v=None&t=0
,0a922e50f9f9a3e650e322dd3d96f0e5,2025/02/09,Aurora,MediocreRyden,22,Vanessa,Myke623,21,Kage,1,1,,39,0,0,2,69,92,0,0,2,https://www.youtube.com/watch?v=None&t=0
,0a922e50f9f9a3e650e322dd3d96f0e5,2025/02/09,Aurora,MediocreRyden,22,Vanessa,Myke623,21,Kage,1,1,,39,0,0,2,69,92,0,0,2,https://www.youtube.com/watch?v=None&t=0
,0a922e50f9f9a3e650e322dd3d96f0e5,2025/02/09,Aurora,MediocreRyden,22,Vanessa,Myke623,21,Kage,1,1,,39,0,0,2,69,92,0,0,2,https://www.youtube.com/watch?v=None&t=0
,0a922e50f9f9a3e650e322dd3d96f0e5,2025/02/09,Aurora,MediocreRyden,22,Vanessa,Myke623,21,Kage,1,1,,39,0,0,2,69,92,0,0,2,https://www.youtube.com/watch?v=None&t=0
,0a922e50f9f9a3e650e322dd3d96f0e5,2025/02/09,Aurora,MediocreRyden,22,Vanessa,Myke623,21,Kage,1,1,,39,0,0,2,69,92,0,0,2,https://www.youtube.com/watch?v=None&t=0
,0a922e50f9f9a3e650e322dd3d96f0e5,2025/02/09,Aurora,MediocreRyden,22,Vanessa,Myke623,21,Kage,1,1,,39,0,0,2,69,92,0,0,2,https://www.youtube.com/watch?v=None&t=0
,0a922e50f9f9a3e650e322dd3d96f0e5,2025/02/09,Aurora,MediocreRyden,22,Vanessa,Myke623,21,Kage,1,1,,38,0,0,2,69,75,0,0,2,https://www.youtube.com/watch?v=None&t=0
,0a922e50f9f9a3e650e322dd3d96f0e5,2025/02/09,Aurora,MediocreRyden,22,Vanessa,Myke623,21,Kage,1,1,,38,0,0,2,68,75,0,0,2,https://www.youtube.com/watch?v=None&t=0
,0a922e50f9f9a3e650e322dd3d96f0e5,2025/02/09,Aurora,MediocreRyden,22,Vanessa,Myke623,21,Kage,1,1,,38,0,0,2,68,64,0,0,2,https://www.youtube.com/watch?v=None&t=0
,0a922e50f9f9a3e650e322dd3d96f0e5,2025/02/09,Aurora,MediocreRyden,22,Vanessa,Myke623,21,Kage,1,1,,38,0,0,2,67,64,0,0,2,https://www.youtube.com/watch?v=None&t=0
,0a922e50f9f9a3e650e322dd3d96f0e5,2025/02/09,Aurora,MediocreRyden,22,Vanessa,Myke623,21,Kage,1,1,,37,0,0,2,67,63,0,0,2,https://www.youtube.com/watch?v=None&t=0
,0a922e50f9f9a3e650e322dd3d96f0e5,2025/02/09,Aurora,MediocreRyden,22,Vanessa,Myke623,21,Kage,1,1,,37,0,0,2,67,64,0,0,2,https://www.youtube.com/watch?v=None&t=0
,0a922e50f9f9a3e650e322dd3d96f0e5,2025/02/09,Aurora,MediocreRyden,22,Vanessa,Myke623,21,Kage,1,1,,37,0,0,2,68,66,0,0,2,https://www.youtube.com/watch?v=None&t=0
,0a922e50f9f9a3e650e322dd3d96f0e5,2025/02/09,Aurora,MediocreRyden,22,Vanessa,Myke623,21,Kage,1,1,,37,0,0,2,69,67,0,0,2,https://www.youtube.com/watch?v=None&t=0
,0a922e50f9f9a3e650e322dd3d96f0e5,2025/02/09,Aurora,MediocreRyden,22,Vanessa,Myke623,21,Kage,1,1,,37,0,0,2,69,67,0,0,2,https://www.youtube.com/watch?v=None&t=0
,0a922e50f9f9a3e650e322dd3d96f0e5,2025/02/09,Aurora,MediocreRyden,22,Vanessa,Myke623,21,Kage,1,1,,36,0,0,2,69,67,0,0,2,https://www.youtube.com/watch?v=None&t=0
,0a922e50f9f9a3e650e322dd3d96f0e5,2025/02/09,Aurora,MediocreRyden,22,Vanessa,Myke623,21,Kage,1,1,,36,0,0,2,69,67,0,0,2,https://www.youtube.com/watch?v=None&t=0
,0a922e50f9f9a3e650e322dd3d96f0e5,2025/02/09,Aurora,MediocreRyden,22,Vanessa,Myke623,21,Kage,1,1,,36,0,0,2,69,67,0,0,2,https://www.youtube.com/watch?v=None&t=0
,0a922e50f9f9a3e650e322dd3d96f0e5,2025/02/09,Aurora,MediocreRyden,22,Vanessa,Myke623,21,Kage,1,1,,36,0,0,2,69,49,0,0,2,https://www.youtube.com/watch?v=None&t=0
,0a922e50f9f9a3e650e322dd3d96f0e5,2025/02/09,Aurora,MediocreRyden,22,Vanessa,Myke623,21,Kage,1,1,,36,0,0,2,69,49,0,0,2,https://www.youtube.com/watch?v=None&t=0
,0a922e50f9f9a3e650e322dd3d96f0e5,2025/02/09,Aurora,MediocreRyden,22,Vanessa,Myke623,21,Kage,1,1,,36,0,0,2,69,49,0,0,2,https://www.youtube.com/watch?v=None&t=0
,0a922e50f9f9a3e650e322dd3d96f0e5,2025/02/09,Aurora,MediocreRyden,22,Vanessa,Myke623,21,Kage,1,1,,36,0,0,2,69,49,0,0,2,https://www.youtube.com/watch?v=None&t=0
,0a922e50f9f9a3e650e322dd3d96f0e5,2025/02/09,Aurora,MediocreRyden,22,Vanessa,Myke623,21,Kage,1,1,,35,0,0,2,69,49,0,0,2,https://www.youtube.com/watch?v=None&t=0
,0a922e50f9f9a3e650e322dd3d96f0e5,2025/02/09,Aurora,MediocreRyden,22,Vanessa,Myke623,21,Kage,1,1,,35,0,0,2,69,49,0,0,2,https://www.youtube.com/watch?v=None&t=0
,0a922e50f9f9a3e650e322dd3d96f0e5,2025/02/09,Aurora,MediocreRyden,22,Vanessa,Myke623,21,Kage,1,1,,35,0,0,2,69,49,0,0,2,https://www.youtube.com/watch?v=None&t=0
,0a922e50f9f9a3e650e322dd3d96f0e5,2025/02/09,Aurora,MediocreRyden,22,Vanessa,Myke623,21,Kage,1,1,,35,0,0,2,69,49,0,0,2,https://www.youtube.com/watch?v=None&t=0
,0a922e50f9f9a3e650e322dd3d96f0e5,2025/02/09,Aurora,MediocreRyden,22,Vanessa,Myke623,21,Kage,1,1,,35,0,0,2,69,49,0,0,2,https://www.youtube.com/watch?v=None&t=0
,0a922e50f9f9a3e650e322dd3d96f0e5,2025/02/09,Aurora,MediocreRyden,22,Vanessa,Myke623,21,Kage,1,1,,35,0,0,2,69,49,0,0,2,https://www.youtube.com/watch?v=None&t=0
,0a922e50f9f9a3e650e322dd3d96f0e5,2025/02/09,Aurora,MediocreRyden,22,Vanessa,Myke623,21,Kage,1,1,,35,0,0,2,69,49,0,0,2,https://www.youtube.com/watch?v=None&t=0
